Date,City,Program,Campaign,Donor_Type,Donation_Amount_INR,Beneficiaries,Volunteers,Expenses_INR,Event_Type,Gender_Focus,Age_Group,New_Donors,Returning_Donors,Meals_Distributed,Clothes_Distributed,Sanitary_Kits_Distributed,Animals_Fed,Satisfaction_Score
10/19/2025,Noida,Health Camp,Health Checkup,Corporate,64553,73,43,37157,Camp,Women,Mixed,23,13,0,0,0,0,3.7
10/19/2025,Indore,Women Hygiene,Health Awareness,Individual,111910,151,12,71440,Fundraiser,All,Mixed,8,29,0,0,151,0,3.7
10/19/2025,Bhopal,Health Camp,Medical Camp,Individual,53523,96,20,27832,Training,Children,Mixed,11,23,0,0,0,0,3.6
10/20/2025,Bhopal,Health Camp,Health Checkup,Corporate,79252,129,8,40348,Fundraiser,Children,Mixed,11,28,0,0,0,0,4.1
10/20/2025,Noida,Animal Welfare,Feed the Strays,Corporate,111528,145,36,67358,Distribution Drive,All,Children,18,34,0,0,0,161,3.6
10/20/2025,Delhi,Health Camp,Health Checkup,Individual,38887,235,12,23633,Camp,All,Mixed,11,8,0,0,0,0,4.2
10/20/2025,Gwalior,Health Camp,Medical Camp,Corporate,102718,343,13,49137,Fundraiser,All,Adults,14,17,0,0,0,0,4.2
10/20/2025,Noida,Food Distribution,Zero Hunger,NGO Partner,113640,259,11,55898,Camp,Youth,Mixed,12,22,777,0,0,0,4.5
10/21/2025,Ahmedabad,Health Camp,Blood Donation,Crowdfunding,51816,321,43,28883,Camp,Youth,Teenagers,8,12,0,0,0,0,3.8
10/21/2025,Jaipur,Animal Welfare,Feed the Strays,Crowdfunding,79191,237,37,58041,Awareness Session,Youth,Teenagers,11,10,0,0,0,64,4.6
10/21/2025,Delhi,Animal Welfare,Feed the Strays,Crowdfunding,61746,333,35,33846,Fundraiser,All,Teenagers,15,17,0,0,0,116,4.9
10/21/2025,Mumbai,Animal Welfare,Animal Care,Crowdfunding,62337,153,27,35405,Camp,Children,Children,15,32,0,0,0,92,3.8
10/21/2025,Delhi,Women Hygiene,Dignity Drive,Corporate,39041,229,26,19013,Camp,Youth,Teenagers,6,24,0,0,229,0,4.5
10/22/2025,Pune,Clothes Distribution,Winter Warmth,Individual,44387,346,12,22636,Workshop,All,Children,13,26,0,692,0,0,4.3
10/22/2025,Indore,Health Camp,Blood Donation,Crowdfunding,107972,327,40,72911,Workshop,Children,Mixed,19,32,0,0,0,0,4.3
10/22/2025,Lucknow,Clothes Distribution,Hope Closet,Crowdfunding,95778,105,16,69209,Training,Women,Teenagers,6,9,0,105,0,0,3.8
10/22/2025,Mumbai,Clothes Distribution,Winter Warmth,Crowdfunding,56361,212,42,34922,Workshop,Youth,Adults,24,24,0,424,0,0,4.8
10/22/2025,Bhopal,Clothes Distribution,Festival Donation,Crowdfunding,93548,145,26,48708,Workshop,Youth,Adults,14,30,0,145,0,0,3.6
10/23/2025,Delhi,Women Hygiene,Dignity Drive,Individual,96219,166,16,45963,Camp,All,Adults,13,23,0,0,166,0,3.8
10/23/2025,Noida,Education,Digital Learning,NGO Partner,53873,138,39,31199,Workshop,Youth,Adults,12,10,0,0,0,0,4.3
10/23/2025,Delhi,Animal Welfare,Animal Care,Individual,72794,133,35,33105,Fundraiser,All,Mixed,20,14,0,0,0,86,3.7
10/23/2025,Lucknow,Clothes Distribution,Hope Closet,Corporate,66361,328,14,41252,Workshop,Youth,Children,14,24,0,328,0,0,4.7
10/23/2025,Delhi,Clothes Distribution,Hope Closet,Corporate,98301,88,13,74193,Distribution Drive,Youth,Children,14,23,0,176,0,0,4.2
10/23/2025,Noida,Health Camp,Blood Donation,Crowdfunding,102895,109,9,70232,Awareness Session,All,Teenagers,9,21,0,0,0,0,4.8
10/24/2025,Bhopal,Animal Welfare,Feed the Strays,Corporate,53653,78,39,34035,Training,Women,Children,25,8,0,0,0,168,3.9
10/24/2025,Pune,Women Hygiene,Pink Care,Individual,91057,67,13,67302,Camp,Youth,Mixed,9,13,0,0,67,0,4.7
10/24/2025,Delhi,Food Distribution,Zero Hunger,NGO Partner,43973,74,10,22127,Fundraiser,Children,Teenagers,23,13,148,0,0,0,3.9
10/24/2025,Jaipur,Education,Digital Learning,Crowdfunding,97133,141,34,65673,Distribution Drive,Women,Teenagers,19,12,0,0,0,0,4.2
10/25/2025,Ahmedabad,Food Distribution,Community Kitchen,NGO Partner,103494,319,16,66408,Camp,Children,Adults,19,20,957,0,0,0,3.6
10/25/2025,Bhopal,Clothes Distribution,Festival Donation,Crowdfunding,66670,150,42,33382,Camp,Women,Teenagers,4,35,0,150,0,0,4.1
10/25/2025,Jaipur,Health Camp,Blood Donation,NGO Partner,40815,324,33,32553,Training,Children,Adults,17,8,0,0,0,0,3.6
10/25/2025,Noida,Education,Digital Learning,Crowdfunding,103170,244,28,61301,Distribution Drive,Children,Children,10,29,0,0,0,0,4.9
10/25/2025,Gwalior,Women Hygiene,Health Awareness,Crowdfunding,98485,81,31,52877,Workshop,Children,Children,25,11,0,0,81,0,4.2
10/25/2025,Delhi,Education,Back to School,Corporate,54007,102,32,34548,Awareness Session,Women,Adults,14,28,0,0,0,0,3.7
10/26/2025,Lucknow,Food Distribution,Weekend Meal Drive,Corporate,85941,234,19,48805,Camp,Children,Adults,3,20,468,0,0,0,4.5
10/26/2025,Noida,Education,Back to School,Crowdfunding,110916,293,23,57741,Distribution Drive,Youth,Adults,10,16,0,0,0,0,3.6
10/26/2025,Mumbai,Clothes Distribution,Festival Donation,Individual,28925,131,29,15337,Camp,Youth,Mixed,19,24,0,131,0,0,4.8
10/26/2025,Delhi,Animal Welfare,Street Animal Drive,Crowdfunding,51024,332,10,36459,Camp,Youth,Mixed,14,10,0,0,0,219,4.8
10/26/2025,Indore,Health Camp,Health Checkup,Individual,60223,126,19,32780,Camp,Women,Children,9,33,0,0,0,0,4.4
10/26/2025,Mumbai,Education,Books for All,NGO Partner,109016,159,16,73909,Distribution Drive,Women,Mixed,8,23,0,0,0,0,4.5
10/27/2025,Gwalior,Clothes Distribution,Winter Warmth,NGO Partner,109993,234,43,59457,Awareness Session,Youth,Teenagers,15,17,0,468,0,0,4.6
10/27/2025,Delhi,Clothes Distribution,Festival Donation,NGO Partner,109503,172,33,59389,Training,Youth,Adults,15,13,0,172,0,0,4.5
10/27/2025,Mumbai,Education,Digital Learning,Crowdfunding,81804,170,8,45061,Training,All,Children,13,31,0,0,0,0,3.6
10/27/2025,Ahmedabad,Education,Back to School,Crowdfunding,57598,141,17,35543,Awareness Session,Women,Teenagers,8,8,0,0,0,0,4.9
10/28/2025,Pune,Clothes Distribution,Winter Warmth,Individual,90588,100,11,56164,Training,Youth,Teenagers,10,15,0,100,0,0,4.8
10/28/2025,Pune,Food Distribution,Weekend Meal Drive,NGO Partner,46511,237,45,29699,Training,All,Adults,16,27,237,0,0,0,4
10/28/2025,Lucknow,Animal Welfare,Animal Care,Individual,48351,320,42,32283,Workshop,All,Teenagers,7,34,0,0,0,103,4.1
10/28/2025,Noida,Animal Welfare,Feed the Strays,Corporate,58053,83,42,43666,Training,Women,Teenagers,13,9,0,0,0,103,4
10/28/2025,Ahmedabad,Women Hygiene,Health Awareness,Corporate,58498,286,44,43261,Fundraiser,Children,Adults,23,8,0,0,286,0,4.7
10/28/2025,Lucknow,Clothes Distribution,Winter Warmth,Crowdfunding,79853,228,21,41756,Workshop,Women,Children,25,24,0,228,0,0,4.4
10/29/2025,Noida,Food Distribution,Zero Hunger,Individual,44229,276,43,35136,Workshop,All,Mixed,3,20,552,0,0,0,4.1
10/29/2025,Gwalior,Health Camp,Health Checkup,NGO Partner,35033,121,45,20275,Workshop,Women,Adults,17,5,0,0,0,0,4.7
10/29/2025,Noida,Women Hygiene,Dignity Drive,Individual,69350,153,26,48289,Awareness Session,Women,Children,24,20,0,0,153,0,3.6
10/29/2025,Mumbai,Women Hygiene,Health Awareness,NGO Partner,54199,236,9,39716,Distribution Drive,Youth,Adults,14,27,0,0,236,0,4
10/30/2025,Noida,Animal Welfare,Street Animal Drive,Individual,110117,312,17,63363,Workshop,Women,Adults,18,26,0,0,0,71,4
10/30/2025,Bhopal,Clothes Distribution,Winter Warmth,Corporate,58662,191,11,32712,Training,Women,Mixed,22,22,0,382,0,0,3.6
10/30/2025,Lucknow,Animal Welfare,Street Animal Drive,Corporate,108789,138,36,57302,Workshop,Women,Children,10,7,0,0,0,200,3.8
10/30/2025,Bhopal,Education,Digital Learning,Corporate,41381,156,31,28651,Camp,Women,Mixed,14,15,0,0,0,0,4
10/31/2025,Indore,Education,Books for All,Individual,101263,116,32,70347,Distribution Drive,All,Mixed,7,18,0,0,0,0,4.3
10/31/2025,Ahmedabad,Animal Welfare,Street Animal Drive,NGO Partner,80294,70,28,56811,Workshop,All,Children,12,34,0,0,0,233,4.1
10/31/2025,Lucknow,Clothes Distribution,Hope Closet,Corporate,72758,250,32,35639,Workshop,Women,Children,25,8,0,250,0,0,3.6
10/31/2025,Indore,Animal Welfare,Animal Care,NGO Partner,46719,314,15,22113,Awareness Session,All,Children,18,28,0,0,0,138,4.6
10/31/2025,Mumbai,Education,Back to School,Crowdfunding,67020,136,14,32617,Workshop,Women,Teenagers,20,22,0,0,0,0,4
10/31/2025,Indore,Health Camp,Blood Donation,Individual,42715,261,29,32661,Fundraiser,Children,Teenagers,6,9,0,0,0,0,4.1
11/1/2025,Gwalior,Food Distribution,Zero Hunger,Corporate,84051,340,26,43540,Fundraiser,Children,Mixed,6,13,680,0,0,0,4.7
11/1/2025,Lucknow,Health Camp,Health Checkup,Crowdfunding,110913,243,27,60718,Camp,All,Adults,20,18,0,0,0,0,4.6
11/1/2025,Jaipur,Food Distribution,Weekend Meal Drive,Corporate,102253,118,26,76225,Camp,All,Children,12,8,354,0,0,0,3.6
11/1/2025,Bhopal,Women Hygiene,Health Awareness,NGO Partner,106100,338,30,81606,Awareness Session,All,Children,12,25,0,0,338,0,4.6
11/2/2025,Ahmedabad,Women Hygiene,Pink Care,Corporate,38766,73,37,20538,Training,Children,Children,20,14,0,0,73,0,3.5
11/2/2025,Jaipur,Women Hygiene,Pink Care,Individual,67895,348,44,49608,Fundraiser,Youth,Adults,4,13,0,0,348,0,4.7
11/2/2025,Pune,Food Distribution,Weekend Meal Drive,Individual,103363,71,40,79764,Awareness Session,All,Children,23,33,213,0,0,0,3.9
11/2/2025,Gwalior,Animal Welfare,Feed the Strays,Individual,93473,159,24,65828,Fundraiser,All,Children,16,17,0,0,0,127,4.1
11/3/2025,Gwalior,Food Distribution,Community Kitchen,Individual,63467,241,19,43931,Camp,All,Teenagers,9,17,482,0,0,0,4.4
11/3/2025,Indore,Education,Back to School,NGO Partner,65279,209,35,33050,Workshop,Women,Teenagers,6,22,0,0,0,0,4.9
11/3/2025,Noida,Health Camp,Medical Camp,Individual,93417,286,14,63636,Awareness Session,Youth,Children,6,25,0,0,0,0,3.7
11/3/2025,Ahmedabad,Health Camp,Blood Donation,Corporate,35532,94,21,22744,Camp,All,Mixed,25,33,0,0,0,0,4.6
11/3/2025,Indore,Animal Welfare,Feed the Strays,NGO Partner,46832,105,40,21733,Training,Children,Children,9,18,0,0,0,95,4.5
11/3/2025,Jaipur,Education,Back to School,Individual,98443,148,45,57566,Distribution Drive,Women,Teenagers,12,14,0,0,0,0,5
11/4/2025,Noida,Women Hygiene,Pink Care,Individual,72797,119,9,35685,Awareness Session,All,Adults,3,13,0,0,119,0,4.6
11/4/2025,Gwalior,Education,Digital Learning,NGO Partner,53631,185,13,28815,Distribution Drive,Children,Children,9,26,0,0,0,0,4.5
11/4/2025,Lucknow,Clothes Distribution,Winter Warmth,Individual,68867,133,15,50254,Workshop,Youth,Mixed,6,29,0,133,0,0,4.2
11/4/2025,Ahmedabad,Education,Books for All,Crowdfunding,41920,188,25,20318,Workshop,Children,Teenagers,24,11,0,0,0,0,4.1
11/4/2025,Noida,Food Distribution,Zero Hunger,Corporate,44449,132,34,31545,Distribution Drive,Women,Adults,21,33,396,0,0,0,3.9
11/4/2025,Gwalior,Animal Welfare,Street Animal Drive,Corporate,70918,239,43,32130,Workshop,Youth,Adults,22,35,0,0,0,99,3.6
11/5/2025,Pune,Clothes Distribution,Hope Closet,Corporate,49819,228,17,35618,Camp,Youth,Mixed,18,7,0,456,0,0,4.8
11/5/2025,Noida,Education,Back to School,Individual,34094,211,25,22731,Camp,Youth,Adults,4,15,0,0,0,0,3.6
11/5/2025,Indore,Food Distribution,Community Kitchen,Crowdfunding,125841,257,15,67246,Workshop,Youth,Adults,22,27,771,0,0,0,4.1
11/5/2025,Indore,Education,Books for All,Crowdfunding,55910,264,38,38644,Distribution Drive,Children,Teenagers,24,35,0,0,0,0,4.8
11/6/2025,Indore,Women Hygiene,Health Awareness,Crowdfunding,47345,82,22,31770,Fundraiser,Youth,Teenagers,16,11,0,0,82,0,4
11/6/2025,Ahmedabad,Food Distribution,Community Kitchen,Crowdfunding,52160,122,40,40482,Workshop,Women,Children,4,22,122,0,0,0,4.3
11/6/2025,Jaipur,Clothes Distribution,Hope Closet,Corporate,82006,88,27,60311,Distribution Drive,Youth,Adults,8,7,0,88,0,0,4.8
11/6/2025,Noida,Food Distribution,Weekend Meal Drive,NGO Partner,98298,298,14,70454,Training,Youth,Children,12,14,894,0,0,0,3.7
11/7/2025,Lucknow,Food Distribution,Community Kitchen,Individual,62000,292,39,38283,Fundraiser,Women,Children,21,11,584,0,0,0,4.6
11/7/2025,Mumbai,Animal Welfare,Animal Care,Corporate,107083,345,29,71914,Fundraiser,All,Teenagers,13,10,0,0,0,71,4.1
11/7/2025,Gwalior,Education,Back to School,Crowdfunding,40742,119,38,30876,Distribution Drive,All,Teenagers,5,34,0,0,0,0,5
11/7/2025,Lucknow,Animal Welfare,Street Animal Drive,Corporate,60562,53,17,31533,Training,Children,Mixed,17,33,0,0,0,115,3.9
11/8/2025,Pune,Women Hygiene,Health Awareness,Crowdfunding,35569,227,42,17949,Camp,Women,Mixed,7,10,0,0,227,0,4.3
11/8/2025,Bhopal,Health Camp,Blood Donation,Individual,66959,180,26,32329,Awareness Session,Youth,Mixed,8,15,0,0,0,0,4.3
11/8/2025,Pune,Food Distribution,Zero Hunger,Corporate,117585,233,21,86495,Awareness Session,Youth,Teenagers,14,7,699,0,0,0,4.9
11/8/2025,Ahmedabad,Education,Back to School,Individual,38313,244,45,17413,Awareness Session,Women,Teenagers,3,21,0,0,0,0,4.7
11/8/2025,Pune,Clothes Distribution,Festival Donation,Crowdfunding,35845,148,11,22768,Camp,Children,Teenagers,12,19,0,296,0,0,4.8
11/9/2025,Noida,Clothes Distribution,Hope Closet,Corporate,44815,349,40,27105,Distribution Drive,Women,Mixed,7,29,0,698,0,0,4.1
11/9/2025,Pune,Food Distribution,Weekend Meal Drive,NGO Partner,46771,179,34,22748,Training,Children,Teenagers,25,25,358,0,0,0,3.7
11/9/2025,Jaipur,Food Distribution,Community Kitchen,NGO Partner,94124,124,32,65671,Distribution Drive,All,Teenagers,12,18,248,0,0,0,4.1
11/9/2025,Noida,Education,Back to School,Corporate,28831,131,13,21584,Workshop,Children,Adults,19,16,0,0,0,0,4.7
11/9/2025,Bhopal,Health Camp,Health Checkup,Corporate,52844,210,19,38560,Training,Children,Mixed,8,6,0,0,0,0,4.3
11/9/2025,Pune,Health Camp,Blood Donation,NGO Partner,58195,206,8,42014,Workshop,Children,Mixed,18,24,0,0,0,0,4.2
11/10/2025,Mumbai,Food Distribution,Weekend Meal Drive,Individual,97749,231,28,45479,Training,All,Children,22,8,693,0,0,0,4.4
11/10/2025,Bhopal,Clothes Distribution,Festival Donation,Crowdfunding,51821,169,15,37418,Training,Youth,Adults,23,17,0,169,0,0,4.6
11/10/2025,Mumbai,Animal Welfare,Feed the Strays,NGO Partner,88792,181,45,56630,Camp,Women,Adults,10,7,0,0,0,149,3.9
11/10/2025,Delhi,Clothes Distribution,Hope Closet,NGO Partner,62596,219,15,31319,Workshop,Youth,Children,4,17,0,219,0,0,4.1
11/10/2025,Lucknow,Health Camp,Health Checkup,Crowdfunding,50079,67,39,26543,Camp,Youth,Children,19,11,0,0,0,0,4.2
11/10/2025,Mumbai,Clothes Distribution,Festival Donation,Individual,79039,79,21,58558,Fundraiser,Women,Children,18,23,0,158,0,0,3.8
11/11/2025,Pune,Health Camp,Health Checkup,Individual,76253,168,28,39466,Workshop,Youth,Children,16,7,0,0,0,0,3.8
11/11/2025,Bhopal,Health Camp,Health Checkup,NGO Partner,55449,334,35,30445,Fundraiser,Women,Children,13,11,0,0,0,0,4.2
11/11/2025,Noida,Food Distribution,Community Kitchen,Crowdfunding,73682,185,43,43227,Distribution Drive,Children,Children,6,12,555,0,0,0,3.6
11/11/2025,Lucknow,Food Distribution,Community Kitchen,Individual,113824,196,33,77599,Camp,All,Mixed,23,20,588,0,0,0,4.9
11/11/2025,Pune,Animal Welfare,Animal Care,Individual,52907,138,44,25924,Workshop,All,Children,12,18,0,0,0,160,3.9
11/12/2025,Indore,Clothes Distribution,Festival Donation,Corporate,91757,212,44,55628,Training,Youth,Mixed,6,33,0,212,0,0,4.6
11/12/2025,Ahmedabad,Women Hygiene,Dignity Drive,Corporate,54957,136,43,30232,Camp,Children,Children,10,20,0,0,136,0,3.9
11/12/2025,Lucknow,Education,Books for All,Crowdfunding,43458,304,25,32838,Fundraiser,Youth,Adults,22,7,0,0,0,0,4.4
11/12/2025,Noida,Clothes Distribution,Hope Closet,Crowdfunding,43495,52,27,25993,Training,Women,Mixed,7,23,0,104,0,0,4
11/12/2025,Lucknow,Health Camp,Medical Camp,Corporate,104679,141,45,58526,Camp,Women,Children,8,23,0,0,0,0,3.6
11/13/2025,Pune,Health Camp,Health Checkup,Individual,86826,280,22,56399,Workshop,Youth,Teenagers,6,34,0,0,0,0,3.9
11/13/2025,Delhi,Food Distribution,Zero Hunger,Individual,126650,168,17,72509,Awareness Session,Women,Adults,9,7,336,0,0,0,4.5
11/13/2025,Mumbai,Clothes Distribution,Festival Donation,Corporate,64525,200,41,40159,Distribution Drive,Children,Mixed,16,19,0,200,0,0,4.9
11/13/2025,Indore,Women Hygiene,Pink Care,Individual,64980,196,43,51899,Distribution Drive,All,Mixed,4,15,0,0,196,0,4.7
11/13/2025,Ahmedabad,Food Distribution,Zero Hunger,Crowdfunding,75745,67,12,44539,Fundraiser,Women,Children,14,15,201,0,0,0,3.5
11/13/2025,Gwalior,Clothes Distribution,Hope Closet,Individual,85985,282,13,47615,Camp,Women,Adults,19,13,0,282,0,0,3.9
11/14/2025,Lucknow,Food Distribution,Zero Hunger,NGO Partner,41187,102,8,26608,Distribution Drive,Children,Adults,5,13,204,0,0,0,4.4
11/14/2025,Indore,Women Hygiene,Pink Care,NGO Partner,66658,194,13,38913,Camp,Women,Mixed,6,34,0,0,194,0,3.8
11/14/2025,Indore,Clothes Distribution,Hope Closet,Individual,73458,296,17,55937,Training,Children,Teenagers,16,27,0,296,0,0,4.9
11/14/2025,Indore,Education,Digital Learning,NGO Partner,33850,129,37,16674,Awareness Session,Youth,Adults,14,10,0,0,0,0,5
11/15/2025,Pune,Food Distribution,Zero Hunger,Corporate,56504,140,43,33959,Awareness Session,Women,Adults,23,28,140,0,0,0,4.4
11/15/2025,Lucknow,Women Hygiene,Dignity Drive,Individual,37185,281,42,28119,Distribution Drive,Children,Teenagers,25,27,0,0,281,0,3.5
11/15/2025,Gwalior,Education,Digital Learning,Individual,77649,231,31,45105,Awareness Session,Youth,Adults,22,26,0,0,0,0,3.6
11/15/2025,Delhi,Education,Back to School,Corporate,42480,70,34,22848,Camp,Youth,Mixed,8,12,0,0,0,0,4.5
11/15/2025,Indore,Women Hygiene,Pink Care,Corporate,88167,164,30,51129,Fundraiser,Women,Teenagers,24,7,0,0,164,0,5
11/15/2025,Delhi,Animal Welfare,Feed the Strays,Crowdfunding,66346,254,36,31315,Distribution Drive,Women,Adults,4,21,0,0,0,81,4.1
11/16/2025,Gwalior,Health Camp,Medical Camp,NGO Partner,56683,103,39,44340,Fundraiser,Youth,Teenagers,8,33,0,0,0,0,4.4
11/16/2025,Mumbai,Food Distribution,Zero Hunger,Individual,106317,261,40,74179,Camp,Youth,Adults,25,25,783,0,0,0,3.7
11/16/2025,Indore,Education,Back to School,Individual,52904,92,8,28526,Distribution Drive,Women,Teenagers,21,17,0,0,0,0,5
11/16/2025,Noida,Health Camp,Blood Donation,NGO Partner,42382,120,31,27224,Distribution Drive,Children,Mixed,5,28,0,0,0,0,4.7
11/17/2025,Pune,Food Distribution,Zero Hunger,Corporate,100104,105,8,56487,Camp,All,Adults,4,16,210,0,0,0,4.1
11/17/2025,Gwalior,Education,Books for All,NGO Partner,45997,100,30,22430,Awareness Session,All,Teenagers,17,6,0,0,0,0,4.7
11/17/2025,Pune,Health Camp,Health Checkup,NGO Partner,63160,210,36,44735,Fundraiser,Children,Children,5,8,0,0,0,0,4
11/17/2025,Bhopal,Health Camp,Medical Camp,Corporate,96933,124,8,58991,Fundraiser,Children,Adults,24,24,0,0,0,0,5
11/17/2025,Mumbai,Education,Books for All,NGO Partner,92180,239,17,53487,Camp,All,Children,25,32,0,0,0,0,4.3
11/18/2025,Noida,Animal Welfare,Animal Care,Individual,40982,223,10,28775,Awareness Session,Youth,Children,24,24,0,0,0,58,4.5
11/18/2025,Bhopal,Food Distribution,Community Kitchen,Corporate,67657,183,33,48292,Fundraiser,Women,Teenagers,20,27,183,0,0,0,4.8
11/18/2025,Gwalior,Food Distribution,Community Kitchen,Individual,84680,336,22,49637,Camp,Youth,Teenagers,5,17,672,0,0,0,4.3
11/18/2025,Delhi,Food Distribution,Community Kitchen,Crowdfunding,100578,150,13,57927,Training,Children,Adults,8,8,450,0,0,0,4.1
11/19/2025,Pune,Animal Welfare,Feed the Strays,Individual,86185,266,41,40486,Awareness Session,All,Children,13,30,0,0,0,204,3.9
11/19/2025,Indore,Health Camp,Medical Camp,Crowdfunding,45729,167,28,34196,Distribution Drive,All,Teenagers,20,6,0,0,0,0,4.8
11/19/2025,Delhi,Clothes Distribution,Festival Donation,Crowdfunding,56887,288,15,40598,Awareness Session,All,Adults,13,34,0,576,0,0,4.2
11/19/2025,Delhi,Clothes Distribution,Winter Warmth,Crowdfunding,38130,60,45,22264,Fundraiser,Women,Mixed,14,7,0,120,0,0,4
11/19/2025,Pune,Women Hygiene,Dignity Drive,Individual,108409,244,15,60595,Awareness Session,Women,Adults,14,33,0,0,244,0,4.8
11/20/2025,Gwalior,Clothes Distribution,Hope Closet,Individual,31210,325,13,17184,Fundraiser,All,Children,15,8,0,650,0,0,4.5
11/20/2025,Indore,Women Hygiene,Health Awareness,Individual,90312,161,33,67581,Workshop,Children,Teenagers,8,10,0,0,161,0,4.7
11/20/2025,Ahmedabad,Clothes Distribution,Hope Closet,NGO Partner,61424,103,16,43778,Camp,Youth,Children,6,15,0,206,0,0,4
11/20/2025,Gwalior,Education,Books for All,Crowdfunding,76472,121,31,45219,Awareness Session,All,Children,24,30,0,0,0,0,4.8
11/20/2025,Bhopal,Education,Books for All,Individual,94816,262,22,45515,Training,Women,Children,23,32,0,0,0,0,3.7
11/21/2025,Ahmedabad,Education,Back to School,NGO Partner,88606,188,34,46480,Awareness Session,Women,Adults,7,12,0,0,0,0,3.7
11/21/2025,Mumbai,Women Hygiene,Pink Care,Individual,63716,303,8,42174,Fundraiser,Children,Adults,6,33,0,0,303,0,4.6
11/21/2025,Ahmedabad,Education,Digital Learning,Crowdfunding,37223,217,40,20489,Workshop,Women,Adults,21,6,0,0,0,0,4.1
11/21/2025,Pune,Food Distribution,Community Kitchen,Corporate,104181,296,25,65322,Camp,All,Teenagers,11,13,296,0,0,0,4.7
11/22/2025,Ahmedabad,Food Distribution,Weekend Meal Drive,Crowdfunding,123588,53,34,58698,Awareness Session,Children,Mixed,19,8,106,0,0,0,3.6
11/22/2025,Bhopal,Women Hygiene,Dignity Drive,Corporate,94697,332,27,67862,Training,All,Children,3,24,0,0,332,0,4.5
11/22/2025,Gwalior,Animal Welfare,Feed the Strays,Corporate,107646,59,34,52620,Distribution Drive,Children,Adults,24,20,0,0,0,97,4.8
11/22/2025,Mumbai,Women Hygiene,Health Awareness,Corporate,84604,62,21,60591,Awareness Session,All,Teenagers,17,30,0,0,62,0,4.3
11/22/2025,Ahmedabad,Women Hygiene,Dignity Drive,Individual,39621,124,41,23254,Training,Women,Teenagers,11,24,0,0,124,0,4.9
11/23/2025,Ahmedabad,Education,Digital Learning,NGO Partner,64887,221,9,40671,Awareness Session,Women,Mixed,3,25,0,0,0,0,3.7
11/23/2025,Noida,Women Hygiene,Health Awareness,Crowdfunding,74109,321,28,41405,Training,Children,Mixed,4,27,0,0,321,0,4.9
11/23/2025,Mumbai,Education,Digital Learning,Individual,109467,133,34,62368,Awareness Session,Youth,Teenagers,20,6,0,0,0,0,4.7
11/23/2025,Mumbai,Health Camp,Blood Donation,Corporate,54366,56,35,43016,Camp,Children,Teenagers,12,35,0,0,0,0,4.3
11/24/2025,Indore,Education,Back to School,Corporate,84914,195,40,45704,Awareness Session,Youth,Adults,12,8,0,0,0,0,3.9
11/24/2025,Jaipur,Women Hygiene,Dignity Drive,Individual,58683,165,11,33994,Fundraiser,Children,Adults,13,13,0,0,165,0,3.7
11/24/2025,Delhi,Women Hygiene,Dignity Drive,Corporate,57380,120,19,36366,Training,Youth,Adults,13,9,0,0,120,0,4.6
11/24/2025,Pune,Health Camp,Medical Camp,NGO Partner,110846,96,42,84704,Workshop,Women,Mixed,12,18,0,0,0,0,4.2
11/24/2025,Mumbai,Animal Welfare,Street Animal Drive,Corporate,33763,250,43,19159,Distribution Drive,Women,Teenagers,25,13,0,0,0,177,3.6
11/25/2025,Noida,Women Hygiene,Pink Care,Corporate,42702,64,36,21387,Distribution Drive,All,Mixed,6,30,0,0,64,0,4.4
11/25/2025,Bhopal,Animal Welfare,Street Animal Drive,NGO Partner,37711,215,10,25307,Fundraiser,All,Children,7,32,0,0,0,70,4.9
11/25/2025,Lucknow,Health Camp,Health Checkup,Corporate,70109,299,35,32418,Camp,Women,Children,4,20,0,0,0,0,4.5
11/25/2025,Jaipur,Clothes Distribution,Winter Warmth,Individual,39646,350,26,19507,Training,Women,Mixed,5,31,0,350,0,0,4.5
11/26/2025,Lucknow,Health Camp,Blood Donation,Crowdfunding,92971,155,42,48869,Camp,All,Teenagers,11,26,0,0,0,0,3.6
11/26/2025,Jaipur,Health Camp,Blood Donation,Crowdfunding,33034,61,21,17050,Awareness Session,Women,Mixed,3,24,0,0,0,0,3.6
11/26/2025,Lucknow,Health Camp,Blood Donation,Individual,66182,260,15,47189,Training,Women,Mixed,14,17,0,0,0,0,4.2
11/26/2025,Gwalior,Women Hygiene,Pink Care,Crowdfunding,41875,212,17,26445,Distribution Drive,Children,Adults,9,18,0,0,212,0,4.2
11/27/2025,Pune,Food Distribution,Community Kitchen,NGO Partner,76237,317,18,45779,Training,All,Mixed,6,7,317,0,0,0,4
11/27/2025,Pune,Education,Back to School,Crowdfunding,81481,266,12,49252,Workshop,Youth,Children,23,20,0,0,0,0,3.9
11/27/2025,Bhopal,Women Hygiene,Dignity Drive,NGO Partner,77434,295,14,51603,Distribution Drive,Children,Children,14,11,0,0,295,0,4.8
11/27/2025,Pune,Education,Books for All,Crowdfunding,72759,120,12,53007,Fundraiser,Children,Mixed,10,20,0,0,0,0,4.4
11/27/2025,Noida,Animal Welfare,Street Animal Drive,Crowdfunding,28259,264,19,19557,Training,Women,Teenagers,10,35,0,0,0,194,3.9
11/28/2025,Gwalior,Clothes Distribution,Winter Warmth,Individual,92719,326,23,43331,Training,Youth,Adults,24,11,0,326,0,0,4.8
11/28/2025,Gwalior,Animal Welfare,Feed the Strays,Individual,102261,276,38,47789,Awareness Session,Children,Teenagers,19,11,0,0,0,187,4.2
